Surname,Team,Position,Price,TP,Status
Haaland,Man City,FWD,14.9,106,OK
Thiago,Brentford,FWD,6.7,77,OK
João Pedro,Chelsea,FWD,7.4,61,OK
Mateta,Crystal Palace,FWD,8.1,57,OK
Welbeck,Brighton,FWD,6.6,55,OK
Bowen,West Ham,FWD,7.6,52,OK
Richarlison,Spurs,FWD,6.4,51,OK
Woltemade,Newcastle,FWD,7.4,49,OK
Isidor,Sunderland,FWD,5.6,45,OK
Ekitiké,Liverpool,FWD,8.5,41,OK
Gyökeres,Arsenal,FWD,8.8,37,OK
Wilson,West Ham,FWD,5.8,36,OK
Evanilson,Bournemouth,FWD,7.0,35,OK
Nmecha,Leeds,FWD,5.0,35,OK
Flemming,Burnley,FWD,5.3,33,OK
Kroupi Jr,Bournemouth,FWD,4.6,33,OK
Calvert-Lewin,Leeds,FWD,5.5,33,OK
Raúl,Fulham,FWD,6.2,32,OK
Foster,Burnley,FWD,5.0,31,OK
Šeško,Man Utd,FWD,7.2,31,INJURY
Watkins,Aston Villa,FWD,8.5,30,OK
Wood,Nott'm Forest,FWD,7.2,25,INJURY
Strand Larsen,Wolves,FWD,6.3,25,OK
Beto,Everton,FWD,5.1,23,OK
Brobbey,Sunderland,FWD,5.5,20,OK
Isak,Liverpool,FWD,10.4,19,OK
Osula,Newcastle,FWD,5.4,18,INJURY
Igor Jesus,Nott'm Forest,FWD,5.8,18,OK
Muniz,Fulham,FWD,5.4,17,INJURY
Mayenda,Sunderland,FWD,5.3,17,OK
Haaland,MCI,FWD,14.1,92,OK
Watkins,AVL,FWD,8.5,79,OK
Solanke,BOU,FWD,6.5,65,OK
Darwin,LIV,FWD,7.7,59,OK
Alvarez,MCI,FWD,7.0,58,OK
Jackson,CHE,FWD,6.9,48,OK
João Pedro,BHA,FWD,5.5,46,DOUBT
Wissa,BRE,FWD,6.0,45,DOUBT
Awoniyi,NFO,FWD,6.4,43,INJURY
Edouard,CRY,FWD,5.5,42,OK
Morris,LUT,FWD,5.5,42,OK
Isak,NEW,FWD,7.7,40,DOUBT
Ferguson,BHA,FWD,6.0,40,INJURY
Højlund,MUN,FWD,7.1,35,DOUBT
Semenyo,BOU,FWD,5.0,34,OK
Adebayo,LUT,FWD,4.9,32,OK
Wilson,NEW,FWD,7.8,31,INJURY
Archer,SHU,FWD,4.5,31,OK
Nketiah,ARS,FWD,5.6,30,OK
Cunha,WOL,FWD,5.7,29,OK
